,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hour_time
1709,1710,2011-03-16,springer,0,3,21,0,3,1,Mist,17.22,21.21,57.99999999999999,19.0012,3,75,78,Evening
1710,1711,2011-03-16,springer,0,3,22,0,3,1,Mist,16.400000000000002,20.455000000000002,62.0,26.0027,11,48,59,Night
1711,1712,2011-03-16,springer,0,3,23,0,3,1,Clear,16.400000000000002,20.455000000000002,65.0,12.998000000000001,9,18,27,Night
1712,1713,2011-03-17,springer,0,3,0,0,4,1,Clear,15.58,19.695,66.0,16.997899999999998,4,19,23,Afternoon
1713,1714,2011-03-17,springer,0,3,1,0,4,1,Clear,14.76,17.424999999999997,71.0,15.001299999999999,1,11,12,Afternoon
1714,1715,2011-03-17,springer,0,3,2,0,4,1,Clear,13.940000000000001,15.15,71.0,19.999499999999998,3,5,8,Afternoon
1715,1716,2011-03-17,springer,0,3,3,0,4,1,Clear,13.940000000000001,16.665,66.0,11.0014,1,1,2,Afternoon
1716,1717,2011-03-17,springer,0,3,4,0,4,1,Clear,13.940000000000001,16.665,71.0,12.998000000000001,0,3,3,Afternoon
1717,1718,2011-03-17,springer,0,3,5,0,4,1,Clear,13.120000000000001,16.665,76.0,7.0015,0,13,13,Morning
1718,1719,2011-03-17,springer,0,3,6,0,4,1,Clear,13.120000000000001,15.909999999999998,76.0,12.998000000000001,4,47,51,Morning
1719,1720,2011-03-17,springer,0,3,7,0,4,1,Clear,13.120000000000001,16.665,76.0,8.9981,12,128,140,Morning
1720,1721,2011-03-17,springer,0,3,8,0,4,1,Clear,14.76,17.424999999999997,66.0,8.9981,17,282,299,Morning
1721,1722,2011-03-17,springer,0,3,9,0,4,1,Clear,16.400000000000002,20.455000000000002,62.0,16.997899999999998,23,162,185,Morning
1722,1723,2011-03-17,springer,0,3,10,0,4,1,Clear,18.04,21.97,54.0,22.0028,9,69,78,Morning
1723,1724,2011-03-17,springer,0,3,11,0,4,1,Clear,18.04,21.97,54.0,19.0012,20,66,86,Morning
1724,1725,2011-03-17,springer,0,3,12,0,4,1,Clear,20.5,24.240000000000002,45.0,15.001299999999999,24,81,105,Morning
1725,1726,2011-03-17,springer,0,3,13,0,4,1,Mist,21.32,25.0,42.0,6.0032,26,85,111,Afternoon
1726,1727,2011-03-17,springer,0,3,14,0,4,1,Clear,20.5,24.240000000000002,45.0,7.0015,32,87,119,Afternoon
1727,1728,2011-03-17,springer,0,3,15,0,4,1,Clear,21.32,25.0,42.0,16.997899999999998,30,95,125,Afternoon
1728,1729,2011-03-17,springer,0,3,16,0,4,1,Clear,20.5,24.240000000000002,48.0,19.0012,34,108,142,Afternoon
1729,1730,2011-03-17,springer,0,3,17,0,4,1,Clear,20.5,24.240000000000002,42.0,12.998000000000001,48,265,313,Evening
1730,1731,2011-03-17,springer,0,3,18,0,4,1,Mist,18.86,22.725,59.0,11.0014,50,260,310,Evening
1731,1732,2011-03-17,springer,0,3,19,0,4,1,Clear,18.04,21.97,57.99999999999999,12.998000000000001,18,189,207,Evening
1732,1733,2011-03-17,springer,0,3,20,0,4,1,Clear,17.22,21.21,67.0,15.001299999999999,25,112,137,Evening
1733,1734,2011-03-17,springer,0,3,21,0,4,1,Clear,17.22,21.21,62.0,15.001299999999999,19,119,138,Evening
1734,1735,2011-03-17,springer,0,3,22,0,4,1,Clear,16.400000000000002,20.455000000000002,66.0,15.001299999999999,17,70,87,Night
1735,1736,2011-03-17,springer,0,3,23,0,4,1,Clear,17.22,21.21,62.0,19.0012,7,43,50,Night
1736,1737,2011-03-18,springer,0,3,0,0,5,1,Clear,17.22,21.21,57.99999999999999,19.0012,5,24,29,Afternoon
1737,1738,2011-03-18,springer,0,3,1,0,5,1,Clear,16.400000000000002,20.455000000000002,62.0,16.997899999999998,4,12,16,Afternoon
1738,1739,2011-03-18,springer,0,3,2,0,5,1,Clear,16.400000000000002,20.455000000000002,62.0,12.998000000000001,5,9,14,Afternoon
1739,1740,2011-03-18,springer,0,3,3,0,5,1,Clear,14.76,17.424999999999997,71.0,12.998000000000001,1,4,5,Afternoon
1740,1741,2011-03-18,springer,0,3,5,0,5,1,Clear,15.58,19.695,66.0,11.0014,2,8,10,Morning
1741,1742,2011-03-18,springer,0,3,6,0,5,1,Clear,16.400000000000002,20.455000000000002,66.0,12.998000000000001,1,35,36,Morning
1742,1743,2011-03-18,springer,0,3,7,0,5,1,Clear,16.400000000000002,20.455000000000002,66.0,12.998000000000001,11,112,123,Morning
1743,1744,2011-03-18,springer,0,3,8,0,5,1,Clear,17.22,21.21,67.0,16.997899999999998,24,256,280,Morning
1744,1745,2011-03-18,springer,0,3,9,0,5,1,Clear,18.86,22.725,63.0,15.001299999999999,18,192,210,Morning
1745,1746,2011-03-18,springer,0,3,10,0,5,1,Clear,21.32,25.0,53.0,19.0012,43,74,117,Morning
1746,1747,2011-03-18,springer,0,3,11,0,5,1,Clear,22.14,25.759999999999998,52.0,19.0012,55,104,159,Morning
1747,1748,2011-03-18,springer,0,3,12,0,5,1,Mist,22.96,26.515,49.0,23.9994,72,123,195,Morning
1748,1749,2011-03-18,springer,0,3,13,0,5,1,Clear,26.240000000000002,31.06,41.0,19.0012,57,118,175,Afternoon
1749,1750,2011-03-18,springer,0,3,14,0,5,1,Clear,27.060000000000002,31.06,39.0,16.997899999999998,71,103,174,Afternoon
1750,1751,2011-03-18,springer,0,3,15,0,5,1,Mist,27.880000000000003,31.819999999999997,39.0,23.9994,62,111,173,Afternoon
1751,1752,2011-03-18,springer,0,3,16,0,5,1,Clear,27.880000000000003,31.819999999999997,39.0,19.0012,67,137,204,Afternoon
1752,1753,2011-03-18,springer,0,3,17,0,5,1,Clear,28.7,31.819999999999997,37.0,22.0028,95,237,332,Evening
1753,1754,2011-03-18,springer,0,3,18,0,5,1,Clear,27.880000000000003,31.819999999999997,39.0,11.0014,84,247,331,Evening
1754,1755,2011-03-18,springer,0,3,19,0,5,1,Clear,27.060000000000002,31.06,44.0,8.9981,58,132,190,Evening
1755,1756,2011-03-18,springer,0,3,20,0,5,1,Clear,25.419999999999998,31.06,46.0,8.9981,46,103,149,Evening
1756,1757,2011-03-18,springer,0,3,21,0,5,1,Clear,25.419999999999998,31.06,46.0,7.0015,22,91,113,Evening
1757,1758,2011-03-18,springer,0,3,22,0,5,1,Clear,25.419999999999998,31.06,50.0,11.0014,55,63,118,Night
1758,1759,2011-03-18,springer,0,3,23,0,5,1,Mist,24.599999999999998,31.06,53.0,15.001299999999999,26,60,86,Night
1759,1760,2011-03-19,springer,0,3,0,0,6,0,Mist,24.599999999999998,31.06,53.0,16.997899999999998,26,50,76,Afternoon
1760,1761,2011-03-19,springer,0,3,1,0,6,0,Mist,23.779999999999998,27.275,46.0,23.9994,16,35,51,Afternoon
1761,1762,2011-03-19,springer,0,3,2,0,6,0,Mist,22.96,26.515,43.0,15.001299999999999,5,20,25,Afternoon
1762,1763,2011-03-19,springer,0,3,3,0,6,0,Mist,22.14,25.759999999999998,39.0,22.0028,1,7,8,Afternoon
1763,1764,2011-03-19,springer,0,3,4,0,6,0,Clear,21.32,25.0,34.0,27.999299999999998,1,2,3,Afternoon
1764,1765,2011-03-19,springer,0,3,5,0,6,0,Clear,21.32,25.0,34.0,27.999299999999998,0,2,2,Morning
1765,1766,2011-03-19,springer,0,3,6,0,6,0,Clear,18.04,21.97,44.0,27.999299999999998,0,10,10,Morning
1766,1767,2011-03-19,springer,0,3,7,0,6,0,Clear,16.400000000000002,20.455000000000002,50.0,22.0028,4,9,13,Morning
1767,1768,2011-03-19,springer,0,3,8,0,6,0,Clear,17.22,21.21,47.0,32.9975,11,37,48,Morning
1768,1769,2011-03-19,springer,0,3,9,0,6,0,Clear,17.22,21.21,44.0,31.0009,35,41,76,Morning
1769,1770,2011-03-19,springer,0,3,10,0,6,0,Clear,18.04,21.97,38.0,27.999299999999998,55,85,140,Morning
1770,1771,2011-03-19,springer,0,3,11,0,6,0,Clear,18.86,22.725,36.0,30.002599999999997,90,106,196,Morning
1771,1772,2011-03-19,springer,0,3,12,0,6,0,Clear,18.86,22.725,33.0,27.999299999999998,126,141,267,Morning
1772,1773,2011-03-19,springer,0,3,13,0,6,0,Clear,20.5,24.240000000000002,34.0,31.0009,174,127,301,Afternoon
1773,1774,2011-03-19,springer,0,3,14,0,6,0,Clear,20.5,24.240000000000002,31.0,32.9975,168,144,312,Afternoon
1774,1775,2011-03-19,springer,0,3,15,0,6,0,Clear,20.5,24.240000000000002,28.999999999999996,27.999299999999998,170,143,313,Afternoon
1775,1776,2011-03-19,springer,0,3,16,0,6,0,Clear,20.5,24.240000000000002,31.0,26.0027,175,129,304,Afternoon
1776,1777,2011-03-19,springer,0,3,17,0,6,0,Clear,19.68,23.485,31.0,22.0028,138,140,278,Evening
1777,1778,2011-03-19,springer,0,3,18,0,6,0,Clear,18.86,22.725,31.0,22.0028,92,125,217,Evening
1778,1779,2011-03-19,springer,0,3,19,0,6,0,Clear,18.04,21.97,33.0,19.0012,38,116,154,Evening
1779,1780,2011-03-19,springer,0,3,20,0,6,0,Clear,17.22,21.21,35.0,15.001299999999999,39,69,108,Evening
1780,1781,2011-03-19,springer,0,3,21,0,6,0,Clear,16.400000000000002,20.455000000000002,37.0,19.999499999999998,20,73,93,Evening
1781,1782,2011-03-19,springer,0,3,22,0,6,0,Clear,16.400000000000002,20.455000000000002,37.0,22.0028,27,45,72,Night
1782,1783,2011-03-19,springer,0,3,23,0,6,0,Clear,15.58,19.695,40.0,19.999499999999998,13,37,50,Night
1783,1784,2011-03-20,springer,0,3,0,0,0,0,Clear,13.940000000000001,15.15,49.0,27.999299999999998,7,33,40,Afternoon
1784,1785,2011-03-20,springer,0,3,1,0,0,0,Clear,13.120000000000001,14.395,53.0,23.9994,2,22,24,Afternoon
1785,1786,2011-03-20,springer,0,3,2,0,0,0,Clear,12.299999999999999,14.395,52.0,19.0012,6,24,30,Afternoon
1786,1787,2011-03-20,springer,0,3,3,0,0,0,Clear,11.48,13.635,56.00000000000001,16.997899999999998,1,11,12,Afternoon
1787,1788,2011-03-20,springer,0,3,4,0,0,0,Clear,10.66,12.879999999999999,56.00000000000001,15.001299999999999,2,1,3,Afternoon
1788,1789,2011-03-20,springer,0,3,5,0,0,0,Clear,10.66,12.879999999999999,60.0,12.998000000000001,3,6,9,Morning
1789,1790,2011-03-20,springer,0,3,6,0,0,0,Clear,10.66,12.879999999999999,60.0,15.001299999999999,1,3,4,Morning
1790,1791,2011-03-20,springer,0,3,7,0,0,0,Clear,9.84,11.365,60.0,15.001299999999999,5,9,14,Morning
1791,1792,2011-03-20,springer,0,3,8,0,0,0,Clear,11.48,13.635,56.00000000000001,11.0014,7,30,37,Morning
1792,1793,2011-03-20,springer,0,3,9,0,0,0,Clear,12.299999999999999,15.15,52.0,8.9981,35,43,78,Morning
1793,1794,2011-03-20,springer,0,3,10,0,0,0,Mist,13.120000000000001,17.424999999999997,45.0,0.0,55,81,136,Morning
1794,1795,2011-03-20,springer,0,3,11,0,0,0,Clear,13.940000000000001,17.424999999999997,39.0,7.0015,92,111,203,Morning
1795,1796,2011-03-20,springer,0,3,12,0,0,0,Clear,14.76,18.18,40.0,7.0015,120,108,228,Morning
1796,1797,2011-03-20,springer,0,3,13,0,0,0,Clear,15.58,19.695,34.0,0.0,88,115,203,Afternoon
1797,1798,2011-03-20,springer,0,3,14,0,0,0,Clear,16.400000000000002,20.455000000000002,30.0,0.0,145,134,279,Afternoon
1798,1799,2011-03-20,springer,0,3,15,0,0,0,Clear,16.400000000000002,20.455000000000002,32.0,6.0032,172,136,308,Afternoon
1799,1800,2011-03-20,springer,0,3,16,0,0,0,Clear,17.22,21.21,32.0,0.0,92,132,224,Afternoon
1800,1801,2011-03-20,springer,0,3,17,0,0,0,Clear,16.400000000000002,20.455000000000002,35.0,19.0012,83,143,226,Evening
1801,1802,2011-03-20,springer,0,3,18,0,0,0,Clear,15.58,19.695,40.0,23.9994,58,98,156,Evening
1802,1803,2011-03-20,springer,0,3,19,0,0,0,Clear,14.76,16.665,43.0,19.0012,21,58,79,Evening
1803,1804,2011-03-20,springer,0,3,20,0,0,0,Clear,14.76,16.665,46.0,19.0012,21,46,67,Evening
1804,1805,2011-03-20,springer,0,3,21,0,0,0,Mist,13.940000000000001,15.909999999999998,53.0,19.0012,10,39,49,Evening
1805,1806,2011-03-20,springer,0,3,22,0,0,0,Mist,13.940000000000001,15.15,53.0,22.0028,8,30,38,Night
1806,1807,2011-03-20,springer,0,3,23,0,0,0,Light Snow,13.940000000000001,15.15,61.0,26.0027,13,11,24,Night
1807,1808,2011-03-21,summer,0,3,0,0,1,1,Light Snow,13.940000000000001,15.15,66.0,26.0027,2,11,13,Afternoon
1808,1809,2011-03-21,summer,0,3,1,0,1,1,Mist,13.940000000000001,15.15,71.0,26.0027,1,6,7,Afternoon
1809,1810,2011-03-21,summer,0,3,2,0,1,1,Mist,13.940000000000001,15.15,71.0,22.0028,1,5,6,Afternoon
1810,1811,2011-03-21,summer,0,3,3,0,1,1,Mist,13.940000000000001,15.15,71.0,22.0028,0,1,1,Afternoon
1811,1812,2011-03-21,summer,0,3,5,0,1,1,Clear,13.120000000000001,15.15,81.0,19.999499999999998,1,1,2,Morning
1812,1813,2011-03-21,summer,0,3,6,0,1,1,Light Snow,13.120000000000001,15.15,76.0,16.997899999999998,2,30,32,Morning
1813,1814,2011-03-21,summer,0,3,7,0,1,1,Light Snow,12.299999999999999,13.635,87.0,27.999299999999998,3,15,18,Morning
1814,1815,2011-03-21,summer,0,3,8,0,1,1,Mist,12.299999999999999,13.635,87.0,27.999299999999998,3,95,98,Morning
1815,1816,2011-03-21,summer,0,3,9,0,1,1,Mist,13.940000000000001,15.15,81.0,22.0028,12,115,127,Morning
1816,1817,2011-03-21,summer,0,3,10,0,1,1,Mist,15.58,19.695,76.0,26.0027,17,45,62,Morning
1817,1818,2011-03-21,summer,0,3,11,0,1,1,Mist,17.22,21.21,71.0,19.999499999999998,32,47,79,Morning
1818,1819,2011-03-21,summer,0,3,12,0,1,1,Mist,18.04,21.97,77.0,16.997899999999998,25,56,81,Morning
1819,1820,2011-03-21,summer,0,3,13,0,1,1,Mist,20.5,24.240000000000002,63.0,15.001299999999999,35,77,112,Afternoon
1820,1821,2011-03-21,summer,0,3,14,0,1,1,Mist,22.14,25.759999999999998,64.0,15.001299999999999,36,65,101,Afternoon
1821,1822,2011-03-21,summer,0,3,15,0,1,1,Mist,22.96,26.515,60.0,15.001299999999999,41,66,107,Afternoon
1822,1823,2011-03-21,summer,0,3,16,0,1,1,Mist,22.14,25.759999999999998,64.0,19.0012,29,112,141,Afternoon
1823,1824,2011-03-21,summer,0,3,17,0,1,1,Mist,22.14,25.759999999999998,64.0,16.997899999999998,41,231,272,Evening
1824,1825,2011-03-21,summer,0,3,18,0,1,1,Mist,21.32,25.0,72.0,15.001299999999999,44,232,276,Evening
1825,1826,2011-03-21,summer,0,3,19,0,1,1,Clear,23.779999999999998,27.275,60.0,27.999299999999998,22,199,221,Evening
1826,1827,2011-03-21,summer,0,3,20,0,1,1,Clear,22.96,26.515,64.0,12.998000000000001,16,106,122,Evening
1827,1828,2011-03-21,summer,0,3,21,0,1,1,Clear,18.86,22.725,94.0,12.998000000000001,12,79,91,Evening
1828,1829,2011-03-21,summer,0,3,22,0,1,1,Clear,18.86,22.725,88.0,15.001299999999999,18,60,78,Night
1829,1830,2011-03-21,summer,0,3,23,0,1,1,Clear,18.86,22.725,88.0,6.0032,8,22,30,Night
1830,1831,2011-03-22,summer,0,3,0,0,2,1,Clear,18.86,22.725,88.0,12.998000000000001,4,7,11,Afternoon
1831,1832,2011-03-22,summer,0,3,1,0,2,1,Clear,17.22,21.21,100.0,8.9981,6,13,19,Afternoon
1832,1833,2011-03-22,summer,0,3,2,0,2,1,Clear,18.04,21.97,94.0,6.0032,0,1,1,Afternoon
1833,1834,2011-03-22,summer,0,3,3,0,2,1,Clear,18.04,21.97,82.0,15.001299999999999,3,2,5,Afternoon
1834,1835,2011-03-22,summer,0,3,4,0,2,1,Mist,17.22,21.21,82.0,11.0014,0,1,1,Afternoon
1835,1836,2011-03-22,summer,0,3,5,0,2,1,Mist,16.400000000000002,20.455000000000002,87.0,8.9981,1,11,12,Morning
1836,1837,2011-03-22,summer,0,3,6,0,2,1,Clear,16.400000000000002,20.455000000000002,87.0,16.997899999999998,2,58,60,Morning
1837,1838,2011-03-22,summer,0,3,7,0,2,1,Mist,16.400000000000002,20.455000000000002,76.0,7.0015,4,132,136,Morning
1838,1839,2011-03-22,summer,0,3,8,0,2,1,Mist,16.400000000000002,20.455000000000002,57.99999999999999,19.999499999999998,24,312,336,Morning
1839,1840,2011-03-22,summer,0,3,9,0,2,1,Mist,16.400000000000002,20.455000000000002,57.99999999999999,31.0009,19,159,178,Morning
1840,1841,2011-03-22,summer,0,3,10,0,2,1,Mist,18.04,21.97,54.0,19.999499999999998,29,95,124,Morning
1841,1842,2011-03-22,summer,0,3,11,0,2,1,Clear,18.04,21.97,51.0,22.0028,22,64,86,Morning
1842,1843,2011-03-22,summer,0,3,12,0,2,1,Clear,18.86,22.725,47.0,16.997899999999998,35,86,121,Morning
1843,1844,2011-03-22,summer,0,3,13,0,2,1,Clear,20.5,24.240000000000002,45.0,15.001299999999999,21,85,106,Afternoon
1844,1845,2011-03-22,summer,0,3,14,0,2,1,Clear,20.5,24.240000000000002,42.0,22.0028,30,71,101,Afternoon
1845,1846,2011-03-22,summer,0,3,15,0,2,1,Clear,20.5,24.240000000000002,42.0,15.001299999999999,55,79,134,Afternoon
1846,1847,2011-03-22,summer,0,3,16,0,2,1,Clear,20.5,24.240000000000002,42.0,7.0015,40,125,165,Afternoon
1847,1848,2011-03-22,summer,0,3,17,0,2,1,Clear,20.5,24.240000000000002,42.0,7.0015,42,265,307,Evening
1848,1849,2011-03-22,summer,0,3,18,0,2,1,Clear,19.68,23.485,44.0,6.0032,41,271,312,Evening
1849,1850,2011-03-22,summer,0,3,19,0,2,1,Mist,18.04,21.97,54.0,16.997899999999998,22,142,164,Evening
1850,1851,2011-03-22,summer,0,3,20,0,2,1,Mist,18.04,21.97,54.0,23.9994,19,116,135,Evening
1851,1852,2011-03-22,summer,0,3,21,0,2,1,Mist,17.22,21.21,54.0,19.0012,24,63,87,Evening
1852,1853,2011-03-22,summer,0,3,22,0,2,1,Mist,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,13,57,70,Night
1853,1854,2011-03-22,summer,0,3,23,0,2,1,Mist,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,4,28,32,Night
1854,1855,2011-03-23,summer,0,3,0,0,3,1,Light Snow,14.76,17.424999999999997,71.0,15.001299999999999,3,8,11,Afternoon
1855,1856,2011-03-23,summer,0,3,1,0,3,1,Light Snow,13.940000000000001,15.909999999999998,76.0,15.001299999999999,0,7,7,Afternoon
1856,1857,2011-03-23,summer,0,3,2,0,3,1,Light Snow,13.940000000000001,15.909999999999998,76.0,15.001299999999999,1,1,2,Afternoon
1857,1858,2011-03-23,summer,0,3,3,0,3,1,Mist,13.940000000000001,15.909999999999998,76.0,16.997899999999998,0,3,3,Afternoon
1858,1859,2011-03-23,summer,0,3,5,0,3,1,Light Snow,13.120000000000001,15.909999999999998,87.0,12.998000000000001,0,10,10,Morning
1859,1860,2011-03-23,summer,0,3,6,0,3,1,Mist,13.940000000000001,15.909999999999998,87.0,16.997899999999998,1,43,44,Morning
1860,1861,2011-03-23,summer,0,3,7,0,3,1,Mist,13.120000000000001,15.15,93.0,15.001299999999999,7,111,118,Morning
1861,1862,2011-03-23,summer,0,3,8,0,3,1,Mist,13.120000000000001,15.909999999999998,87.0,12.998000000000001,14,247,261,Morning
1862,1863,2011-03-23,summer,0,3,9,0,3,1,Mist,13.120000000000001,15.15,81.0,16.997899999999998,8,174,182,Morning
1863,1864,2011-03-23,summer,0,3,10,0,3,1,Mist,13.940000000000001,15.909999999999998,81.0,19.0012,15,60,75,Morning
1864,1865,2011-03-23,summer,0,3,11,0,3,1,Mist,13.940000000000001,16.665,87.0,12.998000000000001,18,53,71,Morning
1865,1866,2011-03-23,summer,0,3,12,0,3,1,Mist,13.940000000000001,15.909999999999998,87.0,15.001299999999999,14,73,87,Morning
1866,1867,2011-03-23,summer,0,3,13,0,3,1,Light Snow,13.940000000000001,16.665,87.0,8.9981,14,94,108,Afternoon
1867,1868,2011-03-23,summer,0,3,14,0,3,1,Mist,14.76,18.18,87.0,7.0015,13,71,84,Afternoon
1868,1869,2011-03-23,summer,0,3,15,0,3,1,Mist,15.58,19.695,82.0,15.001299999999999,11,74,85,Afternoon
1869,1870,2011-03-23,summer,0,3,16,0,3,1,Mist,16.400000000000002,20.455000000000002,76.0,15.001299999999999,13,123,136,Afternoon
1870,1871,2011-03-23,summer,0,3,17,0,3,1,Mist,16.400000000000002,20.455000000000002,76.0,15.001299999999999,28,245,273,Evening
1871,1872,2011-03-23,summer,0,3,18,0,3,1,Light Snow,15.58,19.695,82.0,16.997899999999998,20,218,238,Evening
1872,1873,2011-03-23,summer,0,3,19,0,3,1,Light Snow,15.58,19.695,82.0,16.997899999999998,12,147,159,Evening
1873,1874,2011-03-23,summer,0,3,20,0,3,1,Light Snow,14.76,15.15,87.0,43.000600000000006,3,72,75,Evening
1874,1875,2011-03-23,summer,0,3,21,0,3,1,Light Snow,13.120000000000001,14.395,100.0,27.999299999999998,0,22,22,Evening
1875,1876,2011-03-23,summer,0,3,22,0,3,1,Mist,13.120000000000001,15.909999999999998,93.0,11.0014,6,38,44,Night
1876,1877,2011-03-23,summer,0,3,23,0,3,1,Light Snow,13.120000000000001,16.665,90.0,0.0,2,24,26,Night
1877,1878,2011-03-24,summer,0,3,0,0,4,1,Mist,13.120000000000001,15.15,93.0,15.001299999999999,0,11,11,Afternoon
1878,1879,2011-03-24,summer,0,3,1,0,4,1,Mist,12.299999999999999,14.395,100.0,15.001299999999999,0,3,3,Afternoon
1879,1880,2011-03-24,summer,0,3,2,0,4,1,Mist,12.299999999999999,14.395,100.0,16.997899999999998,0,6,6,Afternoon
1880,1881,2011-03-24,summer,0,3,3,0,4,1,Mist,11.48,13.635,100.0,12.998000000000001,1,0,1,Afternoon
1881,1882,2011-03-24,summer,0,3,4,0,4,1,Mist,11.48,13.635,100.0,12.998000000000001,0,1,1,Afternoon
1882,1883,2011-03-24,summer,0,3,5,0,4,1,Mist,11.48,13.635,93.0,15.001299999999999,1,8,9,Morning
1883,1884,2011-03-24,summer,0,3,6,0,4,1,Mist,11.48,13.635,93.0,15.001299999999999,0,41,41,Morning
1884,1885,2011-03-24,summer,0,3,7,0,4,1,Light Snow,10.66,12.879999999999999,100.0,15.001299999999999,2,106,108,Morning
1885,1886,2011-03-24,summer,0,3,8,0,4,1,Light Snow,10.66,11.365,100.0,19.999499999999998,4,120,124,Morning
1886,1887,2011-03-24,summer,0,3,9,0,4,1,Mist,10.66,12.879999999999999,93.0,15.001299999999999,3,94,97,Morning
1887,1888,2011-03-24,summer,0,3,10,0,4,1,Mist,10.66,11.365,93.0,22.0028,10,55,65,Morning
1888,1889,2011-03-24,summer,0,3,11,0,4,1,Mist,12.299999999999999,13.635,81.0,19.999499999999998,10,61,71,Morning
1889,1890,2011-03-24,summer,0,3,12,0,4,1,Mist,12.299999999999999,13.635,70.0,22.0028,12,82,94,Morning
1890,1891,2011-03-24,summer,0,3,13,0,4,1,Mist,13.120000000000001,15.15,70.0,15.001299999999999,11,90,101,Afternoon
1891,1892,2011-03-24,summer,0,3,14,0,4,1,Mist,12.299999999999999,15.15,70.0,8.9981,17,66,83,Afternoon
1892,1893,2011-03-24,summer,0,3,15,0,4,1,Mist,12.299999999999999,14.395,70.0,16.997899999999998,13,77,90,Afternoon
1893,1894,2011-03-24,summer,0,3,16,0,4,1,Mist,12.299999999999999,14.395,65.0,15.001299999999999,6,78,84,Afternoon
1894,1895,2011-03-24,summer,0,3,17,0,4,1,Mist,12.299999999999999,14.395,70.0,15.001299999999999,12,221,233,Evening
1895,1896,2011-03-24,summer,0,3,18,0,4,1,Mist,12.299999999999999,13.635,61.0,19.999499999999998,17,197,214,Evening
1896,1897,2011-03-24,summer,0,3,19,0,4,1,Clear,12.299999999999999,13.635,56.00000000000001,26.0027,16,122,138,Evening
1897,1898,2011-03-24,summer,0,3,20,0,4,1,Clear,11.48,12.879999999999999,61.0,19.0012,8,110,118,Evening
1898,1899,2011-03-24,summer,0,3,21,0,4,1,Clear,10.66,12.879999999999999,65.0,15.001299999999999,11,67,78,Evening
1899,1900,2011-03-24,summer,0,3,22,0,4,1,Clear,10.66,12.879999999999999,65.0,11.0014,3,59,62,Night
1900,1901,2011-03-24,summer,0,3,23,0,4,1,Clear,9.84,11.365,65.0,12.998000000000001,9,24,33,Night
1901,1902,2011-03-25,summer,0,3,0,0,5,1,Clear,9.84,11.365,60.0,12.998000000000001,1,17,18,Afternoon
1902,1903,2011-03-25,summer,0,3,1,0,5,1,Clear,8.200000000000001,10.605,69.0,11.0014,0,5,5,Afternoon
1903,1904,2011-03-25,summer,0,3,2,0,5,1,Clear,8.200000000000001,9.85,69.0,15.001299999999999,0,5,5,Afternoon
1904,1905,2011-03-25,summer,0,3,3,0,5,1,Clear,8.200000000000001,11.365,69.0,7.0015,0,2,2,Afternoon
1905,1906,2011-03-25,summer,0,3,4,0,5,1,Clear,7.38,10.605,74.0,7.0015,3,2,5,Afternoon
1906,1907,2011-03-25,summer,0,3,5,0,5,1,Clear,7.38,9.85,74.0,11.0014,0,9,9,Morning
1907,1908,2011-03-25,summer,0,3,6,0,5,1,Clear,7.38,9.09,74.0,15.001299999999999,0,32,32,Morning
1908,1909,2011-03-25,summer,0,3,7,0,5,1,Clear,8.200000000000001,9.09,59.0,23.9994,4,100,104,Morning
1909,1910,2011-03-25,summer,0,3,8,0,5,1,Clear,9.02,10.605,51.0,19.0012,9,228,237,Morning
1910,1911,2011-03-25,summer,0,3,9,0,5,1,Clear,9.84,10.605,48.0,19.999499999999998,16,150,166,Morning
1911,1912,2011-03-25,summer,0,3,10,0,5,1,Clear,10.66,12.879999999999999,48.0,0.0,15,53,68,Morning
1912,1913,2011-03-25,summer,0,3,11,0,5,1,Clear,12.299999999999999,14.395,45.0,19.0012,17,58,75,Morning
1913,1914,2011-03-25,summer,0,3,12,0,5,1,Clear,13.120000000000001,15.15,42.0,16.997899999999998,37,108,145,Morning
